count,mean,std,min,25%,50%,75%,max
430.0,6613.1255813953485,8778.161583235715,0.0,559.25,1965.0,9878.75,49044.0
383.0,236.50913838120104,319.63027445914156,0.0,0.0,108.0,345.5,1583.0
0.0,,,,,,,
400.0,659.2225,866.8245497179541,0.0,27.0,251.0,1044.25,4322.0
0.0,,,,,,,
375.0,0.41333333333333333,2.021894418855296,0.0,0.0,0.0,0.0,26.0
383.0,506.0939947780679,410.8847516031333,0.0,168.0,533.0,760.5,4233.0
0.0,,,,,,,
384.0,51.84375,54.912049902940986,0.0,9.75,40.0,71.0,315.0
372.0,9.811827956989248,21.009741544727515,0.0,0.0,0.0,9.25,156.0
385.0,26.62077922077922,28.45448823002974,-15.0,2.0,19.0,43.0,133.0
377.0,33.84084880636605,49.89031722157205,0.0,0.0,16.0,44.0,284.0
386.0,489.74870466321244,359.6476653339153,-20.0,160.75,497.0,751.75,2152.0
0.0,,,,,,,
393.0,1660.1348600508907,2384.0666101567567,0.0,24.0,609.0,2610.0,11265.0
398.0,15.590452261306533,23.881120549225315,-1.0,0.0,5.0,16.75,106.0
